epoch,accuracy,loss,top2_accuracy,val_accuracy,val_loss,val_top2_accuracy
0,0.9483064413070679,0.15689623355865479,0.9848005771636963,0.9293943047523499,0.2300204485654831,0.9728725552558899
1,0.9514697790145874,0.15265502035617828,0.9850320219993591,0.9290226697921753,0.230089470744133,0.9713860750198364
2,0.9510068893432617,0.15160003304481506,0.9854949712753296,0.9293943047523499,0.2294670045375824,0.9725009202957153
3,0.9493865966796875,0.1529073268175125,0.9854949712753296,0.9301375150680542,0.22949828207492828,0.9721293449401855
4,0.9490780234336853,0.14979085326194763,0.985572099685669,0.9297658801078796,0.22911281883716583,0.9713860750198364
5,0.9500809907913208,0.15096428990364075,0.9842604994773865,0.9297658801078796,0.22963906824588776,0.971757709980011
6,0.9542473554611206,0.14010396599769592,0.9856492280960083,0.9297658801078796,0.231387659907341,0.9713860750198364
7,0.9494637846946716,0.14487622678279877,0.9859578609466553,0.9297658801078796,0.23124869167804718,0.9721293449401855
8,0.9547103047370911,0.13709808886051178,0.9875009655952454,0.9297658801078796,0.23198199272155762,0.9721293449401855
9,0.9559447765350342,0.1333605945110321,0.9881953597068787,0.930509090423584,0.23190852999687195,0.9721293449401855
10,0.9555589556694031,0.13652093708515167,0.9877324104309082,0.9297658801078796,0.2304730862379074,0.971757709980011
11,0.9546331167221069,0.1367446929216385,0.9876552820205688,0.9308807253837585,0.23036466538906097,0.971757709980011
12,0.9560990929603577,0.13495750725269318,0.9878095984458923,0.9308807253837585,0.23120616376399994,0.9721293449401855
13,0.9554818272590637,0.13466931879520416,0.988272488117218,0.9308807253837585,0.23052890598773956,0.9721293449401855
14,0.956484854221344,0.1316937506198883,0.9878095984458923,0.9308807253837585,0.22991101443767548,0.971757709980011
15,0.956176221370697,0.13654766976833344,0.9872695207595825,0.930509090423584,0.2297286093235016,0.9725009202957153
16,0.9569477438926697,0.13023990392684937,0.9871923327445984,0.9338535666465759,0.22825133800506592,0.9721293449401855
17,0.9565619826316833,0.12796609103679657,0.987423837184906,0.9323671460151672,0.22939947247505188,0.9725009202957153
18,0.9571792483329773,0.13142916560173035,0.9884268045425415,0.9316239356994629,0.2287764847278595,0.9725009202957153
19,0.9556361436843872,0.13723589479923248,0.9863436222076416,0.9286510348320007,0.2293640375137329,0.9721293449401855
20,0.9564076662063599,0.1312423050403595,0.9875009655952454,0.9301375150680542,0.22986048460006714,0.9721293449401855
21,0.9542473554611206,0.13406281173229218,0.9885039925575256,0.9308807253837585,0.23031292855739594,0.9725009202957153
22,0.9588766098022461,0.1251366287469864,0.9895069599151611,0.9308807253837585,0.22892020642757416,0.9721293449401855
23,0.9594166874885559,0.12479531019926071,0.9887354373931885,0.9312523007392883,0.22820928692817688,0.9721293449401855
24,0.9589537978172302,0.12689104676246643,0.988272488117218,0.9312523007392883,0.22762788832187653,0.9721293449401855
25,0.9566391706466675,0.13035430014133453,0.987423837184906,0.9319955110549927,0.2284146547317505,0.9721293449401855
26,0.9559447765350342,0.1302073746919632,0.988581120967865,0.9316239356994629,0.22847279906272888,0.9721293449401855
27,0.9587222933769226,0.12438471615314484,0.9881181716918945,0.9316239356994629,0.22843195497989655,0.971757709980011
28,0.9565619826316833,0.13009822368621826,0.9886583089828491,0.9319955110549927,0.22830414772033691,0.9713860750198364
29,0.9592624306678772,0.12492065876722336,0.9881181716918945,0.9323671460151672,0.22785939276218414,0.9728725552558899
30,0.9610369801521301,0.11712691932916641,0.9903556704521179,0.9319955110549927,0.22853295505046844,0.9728725552558899
31,0.959802508354187,0.11847322434186935,0.9893527030944824,0.9323671460151672,0.22616489231586456,0.9728725552558899
32,0.9574106931686401,0.12190708518028259,0.9890440702438354,0.9319955110549927,0.2267778068780899,0.971757709980011
33,0.9559447765350342,0.12824659049510956,0.988581120967865,0.9316239356994629,0.22683249413967133,0.9725009202957153
34,0.9605740308761597,0.11905606836080551,0.9889668822288513,0.9316239356994629,0.22674322128295898,0.9721293449401855
35,0.9585680365562439,0.11980892717838287,0.9887354373931885,0.9323671460151672,0.22646036744117737,0.9728725552558899
36,0.9603425860404968,0.11916469782590866,0.988272488117218,0.9316239356994629,0.226072296500206,0.9728725552558899
37,0.9596481919288635,0.12395511567592621,0.9891211986541748,0.9331103563308716,0.22556078433990479,0.9728725552558899
38,0.9578736424446106,0.12022202461957932,0.9871923327445984,0.9323671460151672,0.2255050390958786,0.9732441306114197
39,0.9591852426528931,0.12115956842899323,0.9902785420417786,0.9327387809753418,0.22468753159046173,0.9732441306114197
40,0.960651159286499,0.1200912743806839,0.9898155927658081,0.9327387809753418,0.2243720442056656,0.9728725552558899
41,0.9604969024658203,0.1168469563126564,0.9886583089828491,0.9327387809753418,0.22526873648166656,0.9728725552558899
42,0.9601110816001892,0.1195317879319191,0.9898927807807922,0.9331103563308716,0.22523288428783417,0.9732441306114197
43,0.9595710039138794,0.12306198477745056,0.9888125658035278,0.9327387809753418,0.2250664085149765,0.9736157655715942
44,0.9618856310844421,0.1168413758277893,0.990047037601471,0.9334819912910461,0.2258273810148239,0.9736157655715942
45,0.960959792137146,0.11768423765897751,0.9899699091911316,0.9327387809753418,0.22397486865520477,0.9732441306114197
46,0.9591081142425537,0.11917945742607117,0.9895841479301453,0.9338535666465759,0.22545135021209717,0.9736157655715942
47,0.9587994813919067,0.12123125791549683,0.988581120967865,0.9323671460151672,0.22483456134796143,0.9732441306114197
48,0.9596481919288635,0.11826515942811966,0.9896612763404846,0.9327387809753418,0.22453057765960693,0.9732441306114197
49,0.9625028967857361,0.11642780154943466,0.9896612763404846,0.9342252016067505,0.2250935286283493,0.9743589758872986
50,0.964894711971283,0.1091313287615776,0.9902785420417786,0.9334819912910461,0.2224631905555725,0.973987340927124
51,0.961268424987793,0.11366061866283417,0.9884268045425415,0.9334819912910461,0.22385016083717346,0.9743589758872986
52,0.9621942639350891,0.11552859842777252,0.9892755150794983,0.9323671460151672,0.22339101135730743,0.9747306108474731
53,0.9621171355247498,0.11392704397439957,0.9891211986541748,0.9327387809753418,0.22278764843940735,0.9736157655715942
54,0.9618085026741028,0.11508172005414963,0.9891983866691589,0.9323671460151672,0.22396287322044373,0.9736157655715942
55,0.9618856310844421,0.1130603551864624,0.9902785420417786,0.9334819912910461,0.22453132271766663,0.973987340927124
56,0.9618856310844421,0.11403319239616394,0.990432858467102,0.9327387809753418,0.2246926873922348,0.9751021862030029
57,0.9602653980255127,0.1181432455778122,0.9902785420417786,0.9334819912910461,0.22491112351417542,0.9736157655715942
58,0.9628115296363831,0.10589529573917389,0.9921302199363708,0.9331103563308716,0.2246171534061432,0.9743589758872986
59,0.9631201028823853,0.11288255453109741,0.9894298315048218,0.9334819912910461,0.2245452105998993,0.9736157655715942
60,0.9647403955459595,0.10815034806728363,0.9908957481384277,0.9334819912910461,0.22439274191856384,0.9743589758872986
61,0.9611141085624695,0.1156926304101944,0.990047037601471,0.9327387809753418,0.223420649766922,0.9747306108474731
