epoch,accuracy,loss,top2_accuracy,val_accuracy,val_loss,val_top2_accuracy,learning_rate,epoch_seconds,stage_seconds,pipeline_seconds
36,0.923873245716095,0.23547594249248505,0.97292560338974,0.9334819912910461,0.22425298392772675,0.9721293449401855,9.999999747378752e-05,76.53319303800026,2884.423316251,2885.0873817330003
37,0.9229972958564758,0.23731568455696106,0.9704570770263672,0.9394277334213257,0.22761820256710052,0.9710144996643066,9.999999747378752e-05,77.3069223880002,2961.735885681,2962.39995126
38,0.9272177219390869,0.2304050475358963,0.9710941314697266,0.9394277334213257,0.2216801643371582,0.9710144996643066,9.999999747378752e-05,78.50375281400011,3040.243999655,3040.90806499
39,0.9279344081878662,0.22646278142929077,0.9738015532493591,0.9397993087768555,0.21453170478343964,0.9713860750198364,9.999999747378752e-05,78.70715031600002,3118.955809884,3119.619874902
40,0.9289695620536804,0.22604748606681824,0.9717311859130859,0.9394277334213257,0.22181788086891174,0.9710144996643066,9.999999747378752e-05,77.06983828500006,3196.031028475,3196.695093835
41,0.9296066164970398,0.21625465154647827,0.9745978713035583,0.9360832571983337,0.22463752329349518,0.9702712893486023,9.999999747378752e-05,76.77611433499987,3272.811959987,3273.476025297
42,0.9273769855499268,0.2201962172985077,0.9750756621360779,0.9424005746841431,0.21685557067394257,0.9713860750198364,9.999999747378752e-05,77.31577725599982,3350.132487011,3350.796552448
43,0.9270584583282471,0.22216607630252838,0.9735626578330994,0.9360832571983337,0.22189916670322418,0.9721293449401855,9.999999747378752e-05,75.57864745300003,3425.717181193,3426.381246753
44,0.9269788265228271,0.2218507081270218,0.9731644988059998,0.9405425786972046,0.21582213044166565,0.9728725552558899,9.999999747378752e-05,75.04660358699994,3500.769360564,3501.433425984
45,0.9307214617729187,0.21611563861370087,0.9748367667198181,0.9375696778297424,0.21517203748226166,0.9747306108474731,9.999999747378752e-05,76.15680246600004,3576.9317661429995,3577.595831646
46,0.9328714609146118,0.2065066695213318,0.976190447807312,0.9405425786972046,0.21698275208473206,0.9732441306114197,9.999999747378752e-05,77.84878929300066,3654.787335176,3655.451400709
47,0.9302436709403992,0.21612048149108887,0.9756330847740173,0.9409141540527344,0.2144826352596283,0.9728725552558899,9.999999747378752e-05,84.25852054299958,3739.050507304,3739.714572515
48,0.9370918869972229,0.20116747915744781,0.9785794019699097,0.9412857890129089,0.21678146719932556,0.9732441306114197,9.999999747378752e-05,76.48953028200049,3815.545149684,3816.209214707
49,0.9351807832717896,0.2021207958459854,0.9769867658615112,0.9394277334213257,0.2186279296875,0.9721293449401855,9.999999747378752e-05,75.64031133799926,3891.19173539,3891.855800953
50,0.93470299243927,0.2042093425989151,0.9764293432235718,0.9397993087768555,0.21620899438858032,0.9728725552558899,9.999999747378752e-05,75.09447704399918,3966.292098996,3966.956164613001
51,0.9327918291091919,0.20278361439704895,0.9753145575523376,0.9427722096443176,0.2120814025402069,0.9743589758872986,9.999999747378752e-05,76.72609938999994,4043.023307486,4043.68737297
52,0.9339066743850708,0.20160917937755585,0.9784201383590698,0.9412857890129089,0.2154330015182495,0.9751021862030029,9.999999747378752e-05,75.10801172900028,4118.136274641,4118.800340079
53,0.9364548325538635,0.1926441341638565,0.9781016111373901,0.9390560984611511,0.21374499797821045,0.9728725552558899,9.999999747378752e-05,76.62303656899985,4194.765161565,4195.429227021
54,0.9356585741043091,0.1922013908624649,0.9807294011116028,0.9412857890129089,0.2104049026966095,0.9758453965187073,9.999999747378752e-05,76.74066822500026,4271.510333936,4272.174398575
55,0.9345437288284302,0.20204108953475952,0.9775441884994507,0.9412857890129089,0.21300090849399567,0.9732441306114197,9.999999747378752e-05,76.8316208819997,4348.347232639,4349.011298085
56,0.9357381463050842,0.2004776895046234,0.9777034521102905,0.9412857890129089,0.2156902551651001,0.9721293449401855,9.999999747378752e-05,77.80996040500031,4426.16236932,4426.826434825
57,0.9361363053321838,0.1957004815340042,0.9773052930831909,0.9424005746841431,0.20953865349292755,0.971757709980011,9.999999747378752e-05,79.7078784510004,4505.876062486,4506.540127949
58,0.937967836856842,0.19267351925373077,0.9776238203048706,0.9438870549201965,0.21097487211227417,0.9736157655715942,9.999999747378752e-05,86.05936657300026,4591.94043356,4592.604498847
59,0.9370918869972229,0.19250567257404327,0.9788979291915894,0.9450018405914307,0.2102373242378235,0.973987340927124,9.999999747378752e-05,83.45325467799921,4675.398584346,4676.062649842
60,0.9361363053321838,0.19519264996051788,0.9780219793319702,0.9416573643684387,0.2133909910917282,0.9736157655715942,9.999999747378752e-05,79.80513847899965,4755.208461378,4755.872526755
61,0.938047468662262,0.18756943941116333,0.9793757200241089,0.9427722096443176,0.21571318805217743,0.9713860750198364,9.999999747378752e-05,80.12342888800049,4835.336563133,4836.000628549
62,0.9398789405822754,0.18726372718811035,0.9797738790512085,0.9427722096443176,0.20887155830860138,0.9743589758872986,9.999999747378752e-05,82.42561617299998,4917.767286295,4918.431351815
63,0.939082682132721,0.190797358751297,0.9788979291915894,0.9431437849998474,0.20697025954723358,0.9758453965187073,9.999999747378752e-05,79.29422244099987,4997.06678694,4997.7308519690005
64,0.9373307824134827,0.19153131544589996,0.9800923466682434,0.9412857890129089,0.20576111972332,0.9769602417945862,9.999999747378752e-05,79.70557923599972,5076.777679273,5077.4417444890005
65,0.9360566735267639,0.18697533011436462,0.9800923466682434,0.9427722096443176,0.2040608525276184,0.9758453965187073,9.999999747378752e-05,119.88564583600056,5196.668683725,5197.332749083
66,0.9378882050514221,0.18574883043766022,0.9814460873603821,0.9446302652359009,0.21195167303085327,0.9732441306114197,9.999999747378752e-05,105.0191939489996,5301.693478591,5302.357544227
67,0.9433030486106873,0.17778952419757843,0.9819238781929016,0.9431437849998474,0.210668683052063,0.9754738211631775,9.999999747378752e-05,73.19079546600005,5374.888842517,5375.552908018
68,0.9396400451660156,0.17986251413822174,0.9804108738899231,0.9442586302757263,0.2082657814025879,0.9732441306114197,9.999999747378752e-05,75.96598389599967,5450.860497094,5451.524562721
69,0.9406752586364746,0.18121454119682312,0.9795349836349487,0.9431437849998474,0.2063986212015152,0.977331817150116,9.999999747378752e-05,77.6579903640004,5528.524065639,5529.188130804
70,0.9416308403015137,0.1806371510028839,0.981525719165802,0.9438870549201965,0.21625177562236786,0.9736157655715942,9.999999747378752e-05,75.88890109100066,5604.418164511,5605.082230046
71,0.9430641531944275,0.1719224900007248,0.9832776188850403,0.9446302652359009,0.21212680637836456,0.9725009202957153,9.999999747378752e-05,75.2669984589993,5679.691031485,5680.355097036
72,0.9404363632202148,0.17864450812339783,0.9808886647224426,0.9442586302757263,0.20714803040027618,0.9732441306114197,9.999999747378752e-05,83.18452285900003,5762.880174049,5763.544239556
73,0.9440197348594666,0.17209641635417938,0.9820035099983215,0.9409141540527344,0.21258461475372314,0.973987340927124,9.999999747378752e-05,79.64416925900059,5842.529011217,5843.19307673
74,0.9428253173828125,0.1725264936685562,0.9800923466682434,0.9409141540527344,0.21239957213401794,0.9728725552558899,9.999999747378752e-05,75.99614996800028,5918.530645456,5919.194711067
75,0.941312313079834,0.17213395237922668,0.9817646145820618,0.9424005746841431,0.20930765569210052,0.9743589758872986,9.999999747378752e-05,74.85189820799951,5993.387384981,5994.051450334
76,0.9447364211082458,0.1753339320421219,0.9795349836349487,0.9424005746841431,0.20550315082073212,0.9758453965187073,9.999999747378752e-05,73.20594361500025,6066.598150385,6067.2622158740005
77,0.9447364211082458,0.16679540276527405,0.9829590916633606,0.945745050907135,0.20886346697807312,0.9732441306114197,9.999999747378752e-05,73.12642790800055,6139.730713565,6140.394779216
78,0.9475234746932983,0.16261395812034607,0.9832776188850403,0.9472315311431885,0.19976788759231567,0.9747306108474731,9.999999747378752e-05,89.98006019100012,6229.717109818,6230.381175062
79,0.9457716345787048,0.16740535199642181,0.9820831418037415,0.9453734755516052,0.2050597071647644,0.9736157655715942,9.999999747378752e-05,76.22039457600022,6305.942869001,6306.606934037
80,0.9462494254112244,0.16595908999443054,0.9812868237495422,0.9450018405914307,0.21098585426807404,0.9710144996643066,9.999999747378752e-05,74.96565992500018,6380.913594117,6381.577659717
81,0.943541944026947,0.17121568322181702,0.9826405644416809,0.9468598961830139,0.20499694347381592,0.9743589758872986,9.999999747378752e-05,73.81690812499983,6454.734979327,6455.399044974
82,0.9415512084960938,0.17202599346637726,0.9824016690254211,0.9446302652359009,0.20801949501037598,0.9732441306114197,9.999999747378752e-05,75.25029091299984,6529.990687154,6530.654752663
83,0.9452938437461853,0.16220268607139587,0.9833572506904602,0.943515419960022,0.20343399047851562,0.9743589758872986,9.999999747378752e-05,74.08369897299963,6604.081904677,6604.745970178
84,0.9454531073570251,0.16121990978717804,0.9840738773345947,0.9476031064987183,0.20135757327079773,0.9743589758872986,9.999999747378752e-05,75.50255251599992,6679.58900766,6680.253073187
85,0.947842001914978,0.15435269474983215,0.9839942455291748,0.9442586302757263,0.20529907941818237,0.9743589758872986,9.999999747378752e-05,74.65516746899993,6754.250377282,6754.914442785
86,0.946567952632904,0.16346101462841034,0.9827998280525208,0.9442586302757263,0.2102523297071457,0.9743589758872986,9.999999747378752e-05,74.72303929099962,6828.978390016,6829.64245519
87,0.9480808973312378,0.15914995968341827,0.9831979870796204,0.9450018405914307,0.21262496709823608,0.973987340927124,9.999999747378752e-05,79.36761414099965,6908.352377133,6909.016442633
88,0.9450549483299255,0.16304463148117065,0.9821627736091614,0.9442586302757263,0.2109176367521286,0.9736157655715942,9.999999747378752e-05,74.60736410700065,6982.964629315,6983.628694839
89,0.9467271566390991,0.1606052964925766,0.9841535091400146,0.9479747414588928,0.2020394504070282,0.9769602417945862,9.999999747378752e-05,75.61578161399939,7058.58699441,7059.251059881
90,0.9490364789962769,0.155252605676651,0.9854276180267334,0.9468598961830139,0.2018013894557953,0.9754738211631775,9.999999747378752e-05,77.46995926999989,7136.061988677,7136.726054105
91,0.945612370967865,0.15886081755161285,0.9851090908050537,0.9461166858673096,0.205756276845932,0.9754738211631775,9.999999747378752e-05,82.6981317990003,7218.765204812,7219.429270149
92,0.9473642110824585,0.15547151863574982,0.9844720363616943,0.9468598961830139,0.2053154855966568,0.9754738211631775,9.999999747378752e-05,77.2947917750007,7296.06537402,7296.729439455
93,0.9497531652450562,0.15365104377269745,0.9831979870796204,0.9483463168144226,0.20444434881210327,0.9751021862030029,9.999999747378752e-05,79.37885594999989,7375.449141454,7376.113206907
94,0.9487975835800171,0.15172609686851501,0.9842331409454346,0.9446302652359009,0.2065587341785431,0.9747306108474731,9.999999747378752e-05,75.9485765140007,7451.402717432,7452.066782921
95,0.9504697918891907,0.15822719037532806,0.9835960865020752,0.9431437849998474,0.20417296886444092,0.9747306108474731,9.999999747378752e-05,75.94853411599979,7527.357321941999,7528.021387505
96,0.9491957426071167,0.14708836376667023,0.9845516681671143,0.9453734755516052,0.20378223061561584,0.9747306108474731,9.999999747378752e-05,79.24671165899963,7606.609186766,7607.273252231001
97,0.9514253735542297,0.14492042362689972,0.9855868816375732,0.9464883208274841,0.20606060326099396,0.9743589758872986,9.999999747378752e-05,78.81689987299978,7685.431160988999,7686.095226549
98,0.9515050053596497,0.14666962623596191,0.9854276180267334,0.9490895867347717,0.2011568397283554,0.9765886068344116,9.999999747378752e-05,114.99753555500138,7800.434021456,7801.098086969
99,0.9496735334396362,0.1468202769756317,0.9861443042755127,0.945745050907135,0.19923707842826843,0.9762170314788818,9.999999747378752e-05,112.29066901999975,7912.730929575,7913.394994849
100,0.9503105878829956,0.14658457040786743,0.984790563583374,0.9494611620903015,0.20266123116016388,0.9751021862030029,9.999999747378752e-05,74.1663692660004,7986.902836941999,7987.566902305
101,0.9484790563583374,0.14869259297847748,0.9855868816375732,0.9483463168144226,0.20319660007953644,0.9765886068344116,9.999999747378752e-05,73.99708820399974,8060.905093310001,8061.569159011001
102,0.9526198506355286,0.14620406925678253,0.9865424633026123,0.9464883208274841,0.20736552774906158,0.9751021862030029,9.999999747378752e-05,73.76109411200014,8134.671500685001,8135.335566328001
103,0.9510272145271301,0.1479034572839737,0.9865424633026123,0.9476031064987183,0.20442816615104675,0.9762170314788818,9.999999747378752e-05,74.56982584199977,8209.246737895,8209.910803363999
104,0.9507086873054504,0.14561448991298676,0.9874979853630066,0.9476031064987183,0.2069961428642273,0.9762170314788818,9.999999747378752e-05,74.18347954100136,8283.435217162,8284.099282776999
105,0.9523809552192688,0.14196564257144928,0.9864628314971924,0.9427722096443176,0.2108408361673355,0.9754738211631775,9.999999747378752e-05,72.54748959900098,8355.987625273,8356.651690857
106,0.9530180096626282,0.13624519109725952,0.989090621471405,0.9476031064987183,0.20251069962978363,0.9769602417945862,9.999999747378752e-05,72.14490895400013,8428.137975292,8428.802040822999
107,0.95118647813797,0.14597728848457336,0.9863035678863525,0.9505760073661804,0.20374168455600739,0.9754738211631775,9.999999747378752e-05,72.68853609599864,8500.831287549,8501.495353092
108,0.9532569050788879,0.14213784039020538,0.9866220951080322,0.9490895867347717,0.20562608540058136,0.9758453965187073,9.999999747378752e-05,73.58143800300059,8574.418653856,8575.082719410999
109,0.9515846371650696,0.1402788758277893,0.9879757761955261,0.9498327970504761,0.20089124143123627,0.9762170314788818,9.999999747378752e-05,73.43689547499889,8647.860431463,8648.524497057999
110,0.9527791142463684,0.13995425403118134,0.9874979853630066,0.9498327970504761,0.2031797468662262,0.9769602417945862,9.999999747378752e-05,76.00259821799955,8723.869265091,8724.533330605
111,0.9543716907501221,0.13680574297904968,0.9873387217521667,0.9498327970504761,0.20258766412734985,0.9762170314788818,9.999999747378752e-05,76.54255531900162,8800.418436962,8801.082502539999
112,0.9553272724151611,0.14146190881729126,0.9867813587188721,0.9446302652359009,0.20696976780891418,0.973987340927124,9.999999747378752e-05,74.11852491600075,8874.542266332,8875.206331778
113,0.9538939595222473,0.13550014793872833,0.9882943034172058,0.9498327970504761,0.20258572697639465,0.9758453965187073,9.999999747378752e-05,74.2551005819987,8948.803835122,8949.467900475
114,0.9548494815826416,0.13465365767478943,0.9865424633026123,0.9479747414588928,0.2046203762292862,0.9765886068344116,9.999999747378752e-05,75.07742604799932,9023.887857802,9024.551923097
115,0.9528587460517883,0.1373891681432724,0.9875776171684265,0.9483463168144226,0.19841548800468445,0.9777034521102905,9.999999747378752e-05,75.98808638899936,9099.880848425,9100.54491349
116,0.9552476406097412,0.13562853634357452,0.9871794581413269,0.9487179517745972,0.20693562924861908,0.9769602417945862,9.999999747378752e-05,74.48084638300134,9174.367295122,9175.03136055
117,0.9529383778572083,0.1387784332036972,0.986860990524292,0.9472315311431885,0.2035123109817505,0.9758453965187073,9.999999747378752e-05,73.2967448620002,9247.670531961,9248.334597462
118,0.9538939595222473,0.13834917545318604,0.986860990524292,0.9502043724060059,0.20152196288108826,0.9765886068344116,9.999999747378752e-05,75.10936033699909,9322.785654041,9323.449719566
119,0.9523809552192688,0.1402529925107956,0.9878165125846863,0.9490895867347717,0.20319229364395142,0.9769602417945862,9.999999747378752e-05,74.67690154000047,9397.467564958,9398.131630489
120,0.9528587460517883,0.1411268562078476,0.9843924045562744,0.9464883208274841,0.20303072035312653,0.9762170314788818,9.999999747378752e-05,74.00546075700004,9471.479539472,9472.143604952998
121,0.9559643268585205,0.13109944760799408,0.9882146716117859,0.9494611620903015,0.20344425737857819,0.9762170314788818,9.999999747378752e-05,73.31675956199979,9544.801319495,9545.465384841998
122,0.9537346959114075,0.13201607763767242,0.9861443042755127,0.9487179517745972,0.20492038130760193,0.9754738211631775,9.999999747378752e-05,73.61785564800084,9618.424530275,9619.088595755
123,0.957477331161499,0.12527334690093994,0.9874979853630066,0.9505760073661804,0.20176203548908234,0.9769602417945862,9.999999747378752e-05,72.97759459900044,9691.407211601,9692.071277104
124,0.9525402188301086,0.13376377522945404,0.9878165125846863,0.9472315311431885,0.2049718201160431,0.9751021862030029,9.999999747378752e-05,74.2238082519998,9765.636104803,9766.300170264
125,0.9561235904693604,0.12776337563991547,0.9892498850822449,0.9490895867347717,0.2022383064031601,0.9762170314788818,9.999999747378752e-05,74.47605889499937,9840.118706823,9840.782772437
126,0.9546105861663818,0.13475896418094635,0.9854276180267334,0.9502043724060059,0.19954513013362885,0.977331817150116,9.999999747378752e-05,74.5285066409997,9914.652224143,9915.316289613
127,0.9560439586639404,0.126728817820549,0.9878961443901062,0.9520624279975891,0.20509067177772522,0.973987340927124,9.999999747378752e-05,74.6112727210002,9989.268860387,9989.93292586
128,0.9581143260002136,0.12316302210092545,0.9892498850822449,0.9509475827217102,0.20268820226192474,0.9747306108474731,9.999999747378752e-05,75.56648680999933,10064.84192597,10065.505991518
129,0.9551680088043213,0.12949329614639282,0.9887720942497253,0.9498327970504761,0.20595860481262207,0.9758453965187073,9.999999747378752e-05,74.24962630499977,10139.096354644,10139.760420045
130,0.9583532214164734,0.12887956202030182,0.9877368807792664,0.9483463168144226,0.2095160186290741,0.9765886068344116,9.999999747378752e-05,77.53787247099899,10216.641115198,10217.305180709
131,0.9549291133880615,0.1323348879814148,0.9886128306388855,0.9483463168144226,0.20182205736637115,0.9769602417945862,9.999999747378752e-05,75.77971052499925,10292.427555574,10293.091621144
132,0.9552476406097412,0.12604962289333344,0.9895684123039246,0.945745050907135,0.21442227065563202,0.9758453965187073,9.999999747378752e-05,78.12478579600065,10370.55730704,10371.221372571
133,0.955406904220581,0.130019411444664,0.9887720942497253,0.9494611620903015,0.20473751425743103,0.9769602417945862,9.999999747378752e-05,76.8488412379993,10447.411507172,10448.075572739
134,0.9568402767181396,0.12827368080615997,0.9883739352226257,0.9490895867347717,0.20417258143424988,0.9758453965187073,9.999999747378752e-05,75.56231094800023,10522.979518204,10523.643583808998
135,0.955406904220581,0.13130804896354675,0.9873387217521667,0.9494611620903015,0.20476560294628143,0.9754738211631775,9.999999747378752e-05,75.36638529300035,10598.351091601,10599.015157041998
136,0.9577957987785339,0.1288701444864273,0.9889313578605652,0.9524340629577637,0.2016342133283615,0.9765886068344116,9.999999747378752e-05,74.21136045300045,10672.568277595,10673.232343111998
137,0.9581939578056335,0.1278899610042572,0.9872590899467468,0.9472315311431885,0.20074228942394257,0.9754738211631775,9.999999747378752e-05,73.94123247700009,10746.515249612,10747.179315263
138,0.957556962966919,0.12555989623069763,0.988055408000946,0.9498327970504761,0.2030995786190033,0.9765886068344116,9.999999747378752e-05,78.4105751749994,10824.931080672,10825.595146287
139,0.9535754323005676,0.12786243855953217,0.9886128306388855,0.9498327970504761,0.19824302196502686,0.9758453965187073,9.999999747378752e-05,76.53864977899866,10901.474913588,10902.138978769
140,0.9578754305839539,0.12256745249032974,0.9893295168876648,0.9490895867347717,0.1987970620393753,0.9762170314788818,9.999999747378752e-05,75.62039799200102,10977.10114605,10977.765211497
141,0.9550087451934814,0.13023051619529724,0.9878165125846863,0.9483463168144226,0.20621968805789948,0.9765886068344116,9.999999747378752e-05,75.02253385900076,11052.130469119,11052.794534643
142,0.9553272724151611,0.12889818847179413,0.9888517260551453,0.9505760073661804,0.20034697651863098,0.9758453965187073,9.999999747378752e-05,77.48303123700134,11129.620771073,11130.284836581
143,0.9591495394706726,0.12474530190229416,0.9892498850822449,0.9476031064987183,0.21073448657989502,0.9747306108474731,9.999999747378752e-05,76.86789149400101,11206.495545834,11207.159611373
144,0.9598662257194519,0.12220336496829987,0.9898073077201843,0.9509475827217102,0.20406480133533478,0.9758453965187073,9.999999747378752e-05,77.52577080100127,11284.027163419,11284.691228962
145,0.9568402767181396,0.12765350937843323,0.9893295168876648,0.9509475827217102,0.20123924314975739,0.9758453965187073,9.999999747378752e-05,78.64471043000049,11362.678738183,11363.342803671
146,0.9606625437736511,0.12212026864290237,0.9890109896659851,0.9494611620903015,0.20324011147022247,0.9758453965187073,9.999999747378752e-05,77.284464665001,11439.968343653,11440.632409003
147,0.958751380443573,0.12159616500139236,0.9902850985527039,0.9502043724060059,0.20788170397281647,0.9743589758872986,9.999999747378752e-05,77.40739866900003,11517.380934618,11518.045000027
148,0.9585124850273132,0.11789168417453766,0.9904443621635437,0.9476031064987183,0.20253585278987885,0.9765886068344116,9.999999747378752e-05,80.21595033599988,11597.603885964,11598.267951437
149,0.9603440165519714,0.11948422342538834,0.9894091486930847,0.9487179517745972,0.2077353149652481,0.9751021862030029,9.999999747378752e-05,78.88054671099962,11676.489870549,11677.153935993
150,0.9603440165519714,0.11502602696418762,0.9909220933914185,0.9453734755516052,0.2058277428150177,0.9758453965187073,9.999999747378752e-05,80.07625206000012,11756.571356077,11757.235421603998
151,0.9598662257194519,0.12089838087558746,0.9897276759147644,0.9494611620903015,0.20089229941368103,0.9762170314788818,9.999999747378752e-05,79.08742038400123,11835.665740944,11836.329806524998
152,0.9601051211357117,0.11961393058300018,0.9894887804985046,0.9468598961830139,0.20354264974594116,0.9765886068344116,9.999999747378752e-05,79.42986643699987,11915.101112615,11915.765178237
153,0.9618569612503052,0.11308663338422775,0.9903647303581238,0.9476031064987183,0.20350529253482819,0.9751021862030029,9.999999747378752e-05,79.37134194600003,11994.47765945,11995.141725094
154,0.9584328532218933,0.12167857587337494,0.989090621471405,0.9472315311431885,0.20315854251384735,0.9754738211631775,9.999999747378752e-05,79.24576604999856,12073.729295405,12074.393360958
155,0.9586717486381531,0.11588799953460693,0.9916387796401978,0.9472315311431885,0.2067364901304245,0.9769602417945862,9.999999747378752e-05,78.04997398500018,12151.784747386,12152.448813006
