stage,epoch,epoch_seconds,stage_seconds,pipeline_seconds,learning_rate
frozen,48,76.48953028200049,3815.5451496839996,3816.209214707,9.999999747378752e-05
frozen,49,75.64031133799926,3891.19173539,3891.8558009529997,9.999999747378752e-05
frozen,50,75.09447704399918,3966.2920989960003,3966.9561646130005,9.999999747378752e-05
frozen,51,76.72609938999994,4043.023307486,4043.68737297,9.999999747378752e-05
frozen,52,75.10801172900028,4118.1362746409995,4118.800340079,9.999999747378752e-05
frozen,53,76.62303656899985,4194.765161565,4195.429227021,9.999999747378752e-05
frozen,54,76.74066822500026,4271.510333936,4272.174398575,9.999999747378752e-05
frozen,55,76.8316208819997,4348.347232639,4349.011298085,9.999999747378752e-05
frozen,56,77.80996040500031,4426.16236932,4426.826434825,9.999999747378752e-05
frozen,57,79.7078784510004,4505.876062486,4506.540127949,9.999999747378752e-05
frozen,58,86.05936657300026,4591.94043356,4592.604498847,9.999999747378752e-05
frozen,59,83.45325467799921,4675.398584346,4676.062649842,9.999999747378752e-05
frozen,60,79.80513847899965,4755.208461378,4755.872526755,9.999999747378752e-05
frozen,61,80.12342888800049,4835.336563133,4836.000628549,9.999999747378752e-05
frozen,62,82.42561617299998,4917.767286295,4918.431351815,9.999999747378752e-05
frozen,63,79.29422244099987,4997.06678694,4997.7308519690005,9.999999747378752e-05
frozen,64,79.70557923599972,5076.777679273,5077.4417444890005,9.999999747378752e-05
frozen,65,119.88564583600055,5196.668683725,5197.332749083,9.999999747378752e-05
frozen,66,105.0191939489996,5301.693478591,5302.357544227,9.999999747378752e-05
frozen,67,73.19079546600005,5374.888842517,5375.552908018,9.999999747378752e-05
frozen,68,75.96598389599967,5450.860497094,5451.524562721,9.999999747378752e-05
frozen,69,77.6579903640004,5528.524065639,5529.188130804,9.999999747378752e-05
frozen,70,75.88890109100066,5604.418164511,5605.082230046,9.999999747378752e-05
frozen,71,75.2669984589993,5679.691031485,5680.355097036,9.999999747378752e-05
frozen,72,83.18452285900003,5762.880174049,5763.544239556,9.999999747378752e-05
frozen,73,79.64416925900059,5842.529011217,5843.19307673,9.999999747378752e-05
frozen,74,75.99614996800028,5918.530645456,5919.194711067,9.999999747378752e-05
frozen,75,74.85189820799951,5993.387384981,5994.051450334,9.999999747378752e-05
frozen,76,73.20594361500025,6066.598150385,6067.2622158740005,9.999999747378752e-05
frozen,77,73.12642790800055,6139.730713565,6140.394779216,9.999999747378752e-05
frozen,78,89.98006019100012,6229.717109818,6230.381175062,9.999999747378752e-05
frozen,79,76.22039457600022,6305.942869001,6306.606934037,9.999999747378752e-05
frozen,80,74.96565992500018,6380.913594117,6381.577659717,9.999999747378752e-05
frozen,81,73.81690812499983,6454.734979327,6455.399044974,9.999999747378752e-05
frozen,82,75.25029091299984,6529.990687154,6530.654752663,9.999999747378752e-05
frozen,83,74.08369897299963,6604.081904677,6604.745970178,9.999999747378752e-05
frozen,84,75.50255251599992,6679.58900766,6680.253073187,9.999999747378752e-05
frozen,85,74.65516746899993,6754.250377282,6754.914442785,9.999999747378752e-05
frozen,86,74.72303929099962,6828.978390016,6829.64245519,9.999999747378752e-05
frozen,87,79.36761414099965,6908.352377133,6909.016442633,9.999999747378752e-05
frozen,88,74.60736410700065,6982.964629315,6983.628694839,9.999999747378752e-05
frozen,89,75.61578161399939,7058.5869944099995,7059.251059881,9.999999747378752e-05
frozen,90,77.46995926999989,7136.061988677,7136.726054105,9.999999747378752e-05
frozen,91,82.6981317990003,7218.765204812,7219.429270149,9.999999747378752e-05
frozen,92,77.2947917750007,7296.06537402,7296.729439455,9.999999747378752e-05
frozen,93,79.37885594999989,7375.449141454,7376.113206907,9.999999747378752e-05
frozen,94,75.9485765140007,7451.402717432,7452.066782921,9.999999747378752e-05
frozen,95,75.94853411599979,7527.3573219419995,7528.021387505,9.999999747378752e-05
frozen,96,79.24671165899963,7606.609186766,7607.273252231001,9.999999747378752e-05
frozen,97,78.81689987299978,7685.431160988999,7686.0952265490005,9.999999747378752e-05
frozen,98,114.99753555500138,7800.434021456,7801.098086969,9.999999747378752e-05
frozen,99,112.29066901999977,7912.730929575,7913.394994849,9.999999747378752e-05
frozen,100,74.1663692660004,7986.902836941999,7987.566902305,9.999999747378752e-05
frozen,101,73.99708820399974,8060.905093310001,8061.569159011001,9.999999747378752e-05
frozen,102,73.76109411200014,8134.671500685001,8135.335566328001,9.999999747378752e-05
frozen,103,74.56982584199977,8209.246737895,8209.910803363999,9.999999747378752e-05
frozen,104,74.18347954100136,8283.435217162,8284.099282776999,9.999999747378752e-05
frozen,105,72.54748959900098,8355.987625273,8356.651690857,9.999999747378752e-05
frozen,106,72.14490895400013,8428.137975292,8428.802040822999,9.999999747378752e-05
frozen,107,72.68853609599864,8500.831287549,8501.495353092,9.999999747378752e-05
frozen,108,73.58143800300059,8574.418653856,8575.082719410999,9.999999747378752e-05
frozen,109,73.43689547499889,8647.860431463,8648.524497057999,9.999999747378752e-05
frozen,110,76.00259821799955,8723.869265091,8724.533330605,9.999999747378752e-05
frozen,111,76.54255531900162,8800.418436962,8801.082502539999,9.999999747378752e-05
frozen,112,74.11852491600075,8874.542266332,8875.206331778,9.999999747378752e-05
frozen,113,74.2551005819987,8948.803835122,8949.467900475,9.999999747378752e-05
frozen,114,75.07742604799932,9023.887857802,9024.551923096999,9.999999747378752e-05
frozen,115,75.98808638899936,9099.880848425,9100.544913489999,9.999999747378752e-05
frozen,116,74.48084638300134,9174.367295122,9175.03136055,9.999999747378752e-05
frozen,117,73.2967448620002,9247.670531961,9248.334597461999,9.999999747378752e-05
frozen,118,75.10936033699909,9322.785654041,9323.449719565999,9.999999747378752e-05
frozen,119,74.67690154000047,9397.467564958,9398.131630488999,9.999999747378752e-05
frozen,120,74.00546075700004,9471.479539472,9472.143604952998,9.999999747378752e-05
frozen,121,73.31675956199979,9544.801319495,9545.465384841998,9.999999747378752e-05
frozen,122,73.61785564800084,9618.424530275,9619.088595755,9.999999747378752e-05
frozen,123,72.97759459900044,9691.407211601,9692.071277104,9.999999747378752e-05
frozen,124,74.2238082519998,9765.636104803,9766.300170264,9.999999747378752e-05
frozen,125,74.47605889499937,9840.118706823,9840.782772437,9.999999747378752e-05
frozen,126,74.5285066409997,9914.652224143,9915.316289613,9.999999747378752e-05
frozen,127,74.6112727210002,9989.268860387,9989.93292586,9.999999747378752e-05
frozen,128,75.56648680999933,10064.84192597,10065.505991517999,9.999999747378752e-05
frozen,129,74.24962630499977,10139.096354644,10139.760420044999,9.999999747378752e-05
frozen,130,77.53787247099899,10216.641115198,10217.305180709,9.999999747378752e-05
frozen,131,75.77971052499925,10292.427555574,10293.091621144,9.999999747378752e-05
frozen,132,78.12478579600065,10370.55730704,10371.221372570999,9.999999747378752e-05
frozen,133,76.8488412379993,10447.411507172,10448.075572738999,9.999999747378752e-05
frozen,134,75.56231094800023,10522.979518204,10523.643583808998,9.999999747378752e-05
frozen,135,75.36638529300035,10598.351091601,10599.015157041998,9.999999747378752e-05
frozen,136,74.21136045300045,10672.568277595,10673.232343111998,9.999999747378752e-05
frozen,137,73.94123247700009,10746.515249612,10747.179315263,9.999999747378752e-05
frozen,138,78.4105751749994,10824.931080672,10825.595146287,9.999999747378752e-05
frozen,139,76.53864977899866,10901.474913588,10902.138978768999,9.999999747378752e-05
frozen,140,75.62039799200102,10977.10114605,10977.765211496999,9.999999747378752e-05
frozen,141,75.02253385900076,11052.130469119,11052.794534642999,9.999999747378752e-05
frozen,142,77.48303123700134,11129.620771073,11130.284836580999,9.999999747378752e-05
frozen,143,76.86789149400101,11206.495545834,11207.159611373,9.999999747378752e-05
frozen,144,77.52577080100127,11284.027163419,11284.691228962,9.999999747378752e-05
frozen,145,78.64471043000049,11362.678738183,11363.342803671,9.999999747378752e-05
frozen,146,77.284464665001,11439.968343653,11440.632409003,9.999999747378752e-05
frozen,147,77.40739866900003,11517.380934618,11518.045000027,9.999999747378752e-05
frozen,148,80.21595033599988,11597.603885964,11598.267951437,9.999999747378752e-05
frozen,149,78.88054671099962,11676.489870549,11677.153935993,9.999999747378752e-05
frozen,150,80.07625206000012,11756.571356077,11757.235421603998,9.999999747378752e-05
frozen,151,79.08742038400123,11835.665740944,11836.329806524998,9.999999747378752e-05
frozen,152,79.42986643699987,11915.101112615,11915.765178237,9.999999747378752e-05
frozen,153,79.37134194600003,11994.47765945,11995.141725094,9.999999747378752e-05
frozen,154,79.24576604999856,12073.729295405,12074.393360958,9.999999747378752e-05
frozen,155,78.04997398500018,12151.784747386,12152.448813006,9.999999747378752e-05
frozen,156,78.14562235000085,12229.935742144,12230.599807613999,9.999999747378752e-05
frozen,157,77.76541268300025,12307.708320316,12308.372385711999,9.999999747378752e-05
frozen,158,77.12479830600023,12384.838772517,12385.502838003,9.999999747378752e-05
frozen,159,76.862690123,12461.70689023,12462.370955563,9.999999747378752e-05
frozen,160,78.23823315799928,12539.952293715,12540.616359218999,9.999999747378752e-05
frozen,161,77.95784015499885,12617.917505458,12618.581570919,9.999999747378752e-05
frozen,162,75.91059172700079,12693.835819257,12694.499884566,9.999999747378752e-05
frozen,163,74.12498569700074,12767.966132473,12768.630197986,9.999999747378752e-05
frozen,164,74.8624138640007,12842.83572913,12843.499794517,9.999999747378752e-05
frozen,165,74.23377972300113,12917.076761816,12917.740827246998,9.999999747378752e-05
frozen,166,73.28423854900029,12990.368518389,12991.032583953998,9.999999747378752e-05
frozen,167,75.10008915599974,13065.475726474,13066.139791959999,9.999999747378752e-05
frozen,168,76.70149940099873,13142.184424236,13142.848489584,9.999999747378752e-05
frozen,169,73.36510547299986,13215.555664332,13216.219729797,9.999999747378752e-05
frozen,170,74.15138892600044,13289.714325419,13290.378390916,9.999999747378752e-05
frozen,171,73.98282576699967,13363.704489829,13364.368555448998,9.999999747378752e-05
frozen,172,74.88776442500057,13438.597928065,13439.261993582999,9.999999747378752e-05
frozen,173,73.42763985799866,13512.032971788,13512.69703734,9.999999747378752e-05
frozen,174,74.16395195599944,13586.203193552,13586.867259055,9.999999747378752e-05
frozen,175,75.01478989399948,13661.224218728,13661.888284364999,9.999999747378752e-05
frozen,176,73.14540196900089,13734.375565443,13735.039630980998,9.999999747378752e-05
frozen,177,74.13412832699942,13808.515533258,13809.179598734,9.999999747378752e-05
frozen,178,74.10201894999955,13882.623179660999,13883.28724521,9.999999747378752e-05
frozen,179,74.70909780399961,13957.339775586,13958.003841021999,9.999999747378752e-05
frozen,180,75.3894796830009,14032.73485354,14033.398918997,9.999999747378752e-05
frozen,181,73.5302573959998,14106.270442429,14106.934507965,9.999999747378752e-05
frozen,182,74.43020233900097,14180.706237986,14181.370303482,9.999999747378752e-05
frozen,183,75.90063308000026,14256.612717924,14257.276783543999,9.999999747378752e-05
frozen,184,75.44501941299859,14332.063937882,14332.728003234999,9.999999747378752e-05
frozen,185,75.0258758330001,14407.09555994,14407.759625527,9.999999747378752e-05
frozen,186,74.13260042799993,14481.235506854,14481.899572065,9.999999747378752e-05
frozen,187,73.61922889300149,14554.860833544,14555.524899077998,9.999999747378752e-05
frozen,188,74.41843070400137,14629.286738774,14629.950804498,9.999999747378752e-05
frozen,189,74.41859384999952,14703.710853579,14704.374919016998,9.999999747378752e-05
frozen,190,74.28003169099975,14777.998720653,14778.662786169,9.999999747378752e-05
frozen,191,77.46033660100147,14855.464638232,14856.128703744,9.999999747378752e-05
frozen,192,77.62689008100097,14933.097221501,14933.761287014999,9.999999747378752e-05
frozen,193,75.62174786799915,15008.724858561,15009.388923695,9.999999747378752e-05
frozen,194,75.04783487299937,15083.779322203,15084.443387742,9.999999747378752e-05
frozen,195,77.80090291099987,15161.588206319,15162.252271848,9.999999747378752e-05
frozen,196,77.35173393500008,15238.945441642,15239.609506969999,9.999999747378752e-05
frozen,197,76.0397423559989,15314.992854802,15315.656920333999,9.999999747378752e-05
frozen,198,75.82688455099924,15390.825656753,15391.489722276,9.999999747378752e-05
frozen,199,75.16250189099992,15465.993995629,15466.658061077,9.999999747378752e-05
frozen,200,76.36691124500067,15542.36882713,15543.032892566,9.999999747378752e-05
