epoch,accuracy,loss,top2_accuracy,val_accuracy,val_loss,val_top2_accuracy,learning_rate,epoch_seconds,stage_seconds,pipeline_seconds
35,0.9850294589996338,0.04171853885054588,0.9981684684753418,0.9632107019424438,0.19310598075389862,0.9821627736091614,2.0000000233721948e-07,188.27151564700037,6738.209637923999,22312.761131477
36,0.9859850406646729,0.041239820420742035,0.9972925782203674,0.9620958566665649,0.19308078289031982,0.9821627736091614,2.0000000233721948e-07,187.91055345899804,6926.124577481998,22500.676070894
37,0.9851090908050537,0.03957177326083183,0.9980888962745667,0.9617242813110352,0.19378156960010529,0.9817911386489868,2.0000000233721948e-07,188.0036661459999,7114.135022363,22688.686515733
38,0.9867813587188721,0.036442723125219345,0.9981684684753418,0.9624674916267395,0.19294950366020203,0.9817911386489868,2.0000000233721948e-07,187.7519282889989,7301.891185658998,22876.442679273
39,0.9843924045562744,0.04356423020362854,0.997770369052887,0.9620958566665649,0.19289860129356384,0.9817911386489868,2.0000000233721948e-07,187.97596192699712,7489.871594218999,23064.423087559
40,0.9862239360809326,0.03734830394387245,0.997770369052887,0.9624674916267395,0.19392351806163788,0.981419563293457,2.0000000233721948e-07,188.11678523100272,7677.992832756001,23252.544326473
41,0.9863035678863525,0.036629192531108856,0.9985666275024414,0.9617242813110352,0.19462011754512787,0.981419563293457,2.0000000233721948e-07,187.8525568139994,7865.849771174999,23440.40126486
42,0.9843127727508545,0.0431542843580246,0.997770369052887,0.9613526463508606,0.19449815154075623,0.981419563293457,2.0000000233721948e-07,188.30517378500008,8054.160057699999,23628.711551382
43,0.9855072498321533,0.039097171276807785,0.9976111054420471,0.9617242813110352,0.1949010193347931,0.9817911386489868,2.0000000233721948e-07,188.0436729159992,8242.208298675,23816.759792354
44,0.9863035678863525,0.03669107332825661,0.997770369052887,0.9620958566665649,0.19441351294517517,0.9817911386489868,2.0000000233721948e-07,188.44370396699745,8430.656533504,24005.208027048
45,0.9854276180267334,0.039589788764715195,0.9982481002807617,0.9620958566665649,0.19472908973693848,0.9821627736091614,2.0000000233721948e-07,188.0783527090025,8618.739589398,24193.291082879
46,0.9867017269134521,0.0389460027217865,0.9976111054420471,0.9628390669822693,0.19364582002162933,0.9821627736091614,2.0000000233721948e-07,188.16085328100235,8806.906387029001,24381.457880534
47,0.9860646724700928,0.03791661188006401,0.9980092644691467,0.9620958566665649,0.19470031559467316,0.9821627736091614,2.0000000233721948e-07,189.3162642290008,8996.227233657999,24570.778727028
48,0.9867813587188721,0.03717421740293503,0.9978500008583069,0.9624674916267395,0.19501900672912598,0.9821627736091614,2.0000000233721948e-07,188.0333105969985,9184.265257356,24758.816750842
49,0.9875776171684265,0.03568851575255394,0.9980888962745667,0.9624674916267395,0.19356316328048706,0.9825343489646912,2.0000000233721948e-07,188.4469749290001,9372.717879588,24947.269373016
50,0.984870195388794,0.04107276350259781,0.997690737247467,0.9628390669822693,0.19407004117965698,0.9825343489646912,2.0000000233721948e-07,188.05513898100253,9560.778979209,25135.330472604
51,0.9867017269134521,0.03512351214885712,0.9975314736366272,0.9617242813110352,0.1957719475030899,0.9817911386489868,2.0000000233721948e-07,187.9268082019989,9748.711594277,25323.263087684
52,0.9857461452484131,0.039094507694244385,0.9976111054420471,0.9613526463508606,0.19609373807907104,0.9821627736091614,2.0000000233721948e-07,188.0600329480003,9936.7773351,25511.328828765
53,0.9859054088592529,0.03883891552686691,0.997690737247467,0.9613526463508606,0.19504611194133759,0.9817911386489868,2.0000000233721948e-07,187.9368978249986,10124.718819258,25699.27031267
54,0.9865424633026123,0.03932587802410126,0.9983277320861816,0.9624674916267395,0.19362755119800568,0.9821627736091614,3.999999975690116e-08,187.9320199089998,10312.656564562,25887.208058149
55,0.9861443042755127,0.04027346894145012,0.9984869956970215,0.9624674916267395,0.19374647736549377,0.9821627736091614,3.999999975690116e-08,187.8093097509991,10500.470349762,26075.021843378
56,0.9855868816375732,0.03867895528674126,0.9978500008583069,0.9620958566665649,0.19403032958507538,0.9821627736091614,3.999999975690116e-08,188.0059176649993,10688.481089873,26263.032583422
57,0.986860990524292,0.03877698630094528,0.9982481002807617,0.9624674916267395,0.1938789337873459,0.9821627736091614,3.999999975690116e-08,187.99910921000264,10876.48476566,26451.036259277
58,0.986860990524292,0.03672616183757782,0.9978500008583069,0.9620958566665649,0.19395972788333893,0.9821627736091614,3.999999975690116e-08,187.9310414520005,11064.420405196,26638.97189865
59,0.9871794581413269,0.03633488342165947,0.9976111054420471,0.9624674916267395,0.1940726786851883,0.9821627736091614,3.999999975690116e-08,192.10753607099832,11256.533128486,26831.084622113
60,0.9862239360809326,0.03710412234067917,0.9975314736366272,0.9624674916267395,0.19408906996250153,0.9821627736091614,3.999999975690116e-08,192.55496692499943,11449.092553181,27023.644046824
61,0.9885331988334656,0.03447601944208145,0.9987258911132812,0.9624674916267395,0.19429732859134674,0.9821627736091614,3.999999975690116e-08,192.50858413400056,11641.605812217,27216.157305638
62,0.9863035678863525,0.03785073012113571,0.9980888962745667,0.9624674916267395,0.1945953667163849,0.9817911386489868,3.999999975690116e-08,192.15418257400236,11833.766020595998,27408.31751402
63,0.9870202541351318,0.0355813093483448,0.9980092644691467,0.9620958566665649,0.19456873834133148,0.9821627736091614,3.999999975690116e-08,193.0633707900015,12026.83529819,27601.386791747
64,0.9864628314971924,0.03801613301038742,0.9982481002807617,0.9620958566665649,0.1948261260986328,0.9821627736091614,3.999999975690116e-08,188.4609757319995,12215.301240464,27789.852734173
65,0.9875776171684265,0.037020619958639145,0.9986462593078613,0.9624674916267395,0.19461938738822937,0.9821627736091614,3.999999975690116e-08,188.61061155700008,12403.916623407,27978.468116835
66,0.9853479862213135,0.03686206415295601,0.9985666275024414,0.9620958566665649,0.1946328729391098,0.9821627736091614,3.999999975690116e-08,188.5450257650009,12592.466786279,28167.018279767
67,0.9861443042755127,0.037302415817976,0.9980092644691467,0.9620958566665649,0.1946011334657669,0.9821627736091614,3.999999975690116e-08,188.3303427230021,12780.80201381,28355.353507236
68,0.9861443042755127,0.04165595769882202,0.9975314736366272,0.9620958566665649,0.1947977989912033,0.9817911386489868,3.999999975690116e-08,188.0215168960021,12968.829979258,28543.381472723
69,0.9872590899467468,0.03661239519715309,0.9990444183349609,0.9620958566665649,0.1947113275527954,0.9817911386489868,3.999999975690116e-08,188.2312618610013,13157.067231567002,28731.618725056
70,0.9874979853630066,0.03613109141588211,0.9984869956970215,0.9620958566665649,0.19522874057292938,0.9817911386489868,3.999999975690116e-08,188.1155019329999,13345.187636109,28919.739129661
71,0.9861443042755127,0.03794432803988457,0.9984073638916016,0.9620958566665649,0.1949467658996582,0.9817911386489868,3.999999975690116e-08,188.1397576560012,13533.333226817002,29107.884720503
72,0.9872590899467468,0.03671732172369957,0.9982481002807617,0.9624674916267395,0.195134699344635,0.9817911386489868,3.999999975690116e-08,187.9456277950012,13721.283413173998,29295.834906642
73,0.9876572489738464,0.03547224402427673,0.9984073638916016,0.9620958566665649,0.19509980082511902,0.9817911386489868,3.999999975690116e-08,188.3269855630024,13909.615055326998,29484.166548918
74,0.9862239360809326,0.039541635662317276,0.9979296326637268,0.9617242813110352,0.19491033256053925,0.9817911386489868,9.99999993922529e-09,188.30494016800003,14097.924809937002,29672.476303362
75,0.9878961443901062,0.0335829071700573,0.9988055229187012,0.9617242813110352,0.19495701789855957,0.9817911386489868,9.99999993922529e-09,188.02835727799905,14285.958977061,29860.510470631
76,0.9873387217521667,0.036819376051425934,0.9980888962745667,0.9617242813110352,0.19496388733386993,0.9817911386489868,9.99999993922529e-09,188.5077319259981,14474.471545409,30049.023039036
77,0.9867017269134521,0.03794563561677933,0.997690737247467,0.9617242813110352,0.19497573375701904,0.9817911386489868,9.99999993922529e-09,188.2570971460009,14662.733294275,30237.284787784
78,0.9862239360809326,0.03633187338709831,0.9985666275024414,0.9620958566665649,0.19492657482624054,0.9817911386489868,9.99999993922529e-09,188.18176406899877,14850.921161630002,30425.472655134
79,0.9856665134429932,0.03850078955292702,0.9979296326637268,0.9620958566665649,0.19496475160121918,0.9817911386489868,9.99999993922529e-09,188.12528178299908,15039.051837337,30613.603330784
80,0.9859054088592529,0.040200527757406235,0.9979296326637268,0.9617242813110352,0.1949373036623001,0.9817911386489868,9.99999993922529e-09,188.25171914999737,15227.309883943,30801.861377335
81,0.9867017269134521,0.03783619776368141,0.9980092644691467,0.9620958566665649,0.1949191838502884,0.9817911386489868,9.99999993922529e-09,188.40785133199824,15415.72307074,30990.27456429
82,0.9872590899467468,0.03801962360739708,0.9970536828041077,0.9620958566665649,0.19483482837677002,0.9817911386489868,9.99999993922529e-09,188.31301059199905,15604.041107618,31178.592601278
83,0.9863831996917725,0.038072798401117325,0.9979296326637268,0.9620958566665649,0.19485674798488617,0.9817911386489868,9.99999993922529e-09,188.2737479289972,15792.320624481,31366.872118161
84,0.9883739352226257,0.03405316174030304,0.9982481002807617,0.9620958566665649,0.1948561817407608,0.9817911386489868,9.99999993922529e-09,188.3219565899999,15980.647436504,31555.198930192
85,0.9875776171684265,0.03488636761903763,0.9980888962745667,0.9620958566665649,0.19489754736423492,0.9817911386489868,9.99999993922529e-09,188.1778677500006,16168.829954844,31743.381448436
86,0.9870202541351318,0.03803864121437073,0.9979296326637268,0.9620958566665649,0.1948893666267395,0.9817911386489868,9.99999993922529e-09,188.1100530459989,16356.944935811,31931.496429322
87,0.9856665134429932,0.035939380526542664,0.9985666275024414,0.9620958566665649,0.1949128955602646,0.9817911386489868,9.99999993922529e-09,188.2707283879972,16545.221799465,32119.773293065
88,0.9873387217521667,0.03702689707279205,0.9976111054420471,0.9620958566665649,0.194953054189682,0.9817911386489868,9.99999993922529e-09,187.97170491900036,16733.198344782002,32307.749838439
89,0.9863035678863525,0.037188686430454254,0.9987258911132812,0.9617242813110352,0.19492614269256592,0.9817911386489868,9.99999993922529e-09,188.0934289240031,16921.297112173,32495.848605587
90,0.9877368807792664,0.03545390069484711,0.9984073638916016,0.9617242813110352,0.19491006433963776,0.9817911386489868,9.99999993922529e-09,188.1146438729993,17109.418787564,32683.970280945
91,0.9861443042755127,0.03781890124082565,0.9983277320861816,0.9617242813110352,0.19476331770420074,0.9817911386489868,9.99999993922529e-09,188.0343748669984,17297.458432027997,32872.009925403
92,0.9857461452484131,0.03911733627319336,0.997690737247467,0.9617242813110352,0.19474324584007263,0.9817911386489868,9.99999993922529e-09,188.07938394200028,17485.544124599997,33060.095618136
93,0.9849498271942139,0.04006870836019516,0.997690737247467,0.9617242813110352,0.1947244256734848,0.9817911386489868,9.99999993922529e-09,188.2792813970009,17673.829186466,33248.380679901005
94,0.9874183535575867,0.03416595607995987,0.9984073638916016,0.9620958566665649,0.19477003812789917,0.9817911386489868,9.99999993922529e-09,188.96162445100344,17862.797296999997,33437.348790663
