run_name,best_epoch,loss,accuracy,macro_precision,macro_recall,macro_f1,top2_accuracy
efficientnetb2_clean_split_from_scratch_seed12345,122,0.20527631044387817,0.9420289855072463,0.7887600982341045,0.7979970731844356,0.7908463249594538,0.9773318468970643
