epoch,accuracy,loss,top2_accuracy,val_accuracy,val_loss,val_top2_accuracy,phase,global_epoch
0,0.6643573641777039,1.303816318511963,0.772814154624939,0.8212560415267944,0.6485399603843689,0.8992939591407776,frozen,1
1,0.8006848096847534,0.7119767665863037,0.8933747410774231,0.8591601848602295,0.4847286939620971,0.9349684119224548,frozen,2
2,0.8286351561546326,0.5933599472045898,0.914317548274994,0.8762542009353638,0.4239996969699859,0.945745050907135,frozen,3
3,0.8428093791007996,0.5367132425308228,0.9276955127716064,0.885915994644165,0.3876536786556244,0.950204372406006,frozen,4
4,0.8530020713806152,0.5005049109458923,0.92928808927536,0.887030839920044,0.3702161312103271,0.9535488486289978,frozen,5
5,0.8577799201011658,0.4738658666610718,0.9369326233863832,0.8959494829177856,0.3491987586021423,0.9568933248519896,frozen,6
6,0.8624780774116516,0.4552143216133117,0.937967836856842,0.8963210582733154,0.3515138328075409,0.9557785391807556,frozen,7
7,0.8656633496284485,0.4381638467311859,0.9409141540527344,0.9018952250480652,0.3264825344085693,0.958751380443573,frozen,8
8,0.8693263530731201,0.4243110716342926,0.9453734755516052,0.903381645679474,0.321064829826355,0.9602378010749816,frozen,9
9,0.8742634057998657,0.4103289246559143,0.944577157497406,0.9018952250480652,0.3162119686603546,0.9609810709953308,frozen,10
10,0.8775282502174377,0.3992114067077636,0.9469660520553588,0.9052397012710572,0.3142456710338592,0.9620958566665648,frozen,11
11,0.8748208284378052,0.3985243737697601,0.9476031064987184,0.9056112766265868,0.313595175743103,0.9635823369026184,frozen,12
12,0.8766523599624634,0.3980136513710022,0.9486383199691772,0.9111854434013368,0.3075028657913208,0.9676700234413148,frozen,13
13,0.8799172043800354,0.3778794109821319,0.9516642689704896,0.9115570187568665,0.2929039299488067,0.9687848091125488,frozen,14
14,0.8842172026634216,0.3721168637275696,0.9519827961921692,0.9067261219024658,0.2998044788837433,0.9669268131256104,frozen,15
15,0.8888357877731323,0.3597414493560791,0.9537346959114076,0.9082125425338744,0.2948640286922455,0.9669268131256104,frozen,16
16,0.8887561559677124,0.3595068156719208,0.9539735913276672,0.9126718640327454,0.2869148850440979,0.968413233757019,frozen,17
17,0.8841376304626465,0.3611804544925689,0.953177273273468,0.914158284664154,0.2831368148326874,0.9702712893486024,frozen,18
18,0.888119101524353,0.3554426729679107,0.9541327953338624,0.9134150743484496,0.2912647426128387,0.9680415987968444,frozen,19
19,0.8903487920761108,0.344917744398117,0.9566810131072998,0.9178743958473206,0.2813673615455627,0.968413233757019,frozen,20
20,0.8911451101303101,0.350157767534256,0.9581939578056335,0.9145299196243286,0.2820386588573456,0.970642864704132,frozen,21
21,0.8907469511032104,0.3427456617355346,0.9548494815826416,0.9145299196243286,0.2788633406162262,0.9725009202957152,frozen,22
22,0.8932154774665833,0.3374003171920776,0.957795798778534,0.9156447649002076,0.2802132666110992,0.9691564440727234,frozen,23
23,0.893454372882843,0.333777368068695,0.9593088030815125,0.9167595505714417,0.2763873338699341,0.969528079032898,frozen,24
24,0.8935340046882629,0.332059234380722,0.957875430583954,0.916387975215912,0.2762241065502167,0.9710144996643066,frozen,25
25,0.8952062726020813,0.3316235244274139,0.9585921168327332,0.9137867093086244,0.2801977396011352,0.969528079032898,frozen,26
26,0.8960025310516357,0.3256947696208954,0.9611403346061708,0.9189892411231996,0.2709225714206695,0.9698996543884276,frozen,27
27,0.8982322216033936,0.3183132410049438,0.9599458575248718,0.9171311855316162,0.2658705711364746,0.970642864704132,frozen,28
28,0.8940914273262024,0.3290801644325256,0.957477331161499,0.9193608164787292,0.278816282749176,0.9676700234413148,frozen,29
29,0.8979136943817139,0.3185475170612335,0.9600254893302916,0.9178743958473206,0.2684656977653503,0.9687848091125488,frozen,30
30,0.901178538799286,0.3114122152328491,0.9617773294448853,0.9197324514389038,0.2656691968441009,0.9698996543884276,frozen,31
31,0.9030100107192992,0.3083185851573944,0.9617773294448853,0.9208472967147828,0.2659225463867187,0.969528079032898,frozen,32
32,0.8996655344963074,0.3125424087047577,0.9624143838882446,0.9215905070304872,0.2673676609992981,0.97287255525589,frozen,33
33,0.904284119606018,0.3004279732704162,0.9604236483573914,0.9215905070304872,0.2620738744735718,0.9725009202957152,frozen,34
34,0.9023730158805848,0.3099978566169739,0.9623347520828248,0.9186176061630248,0.2665790617465973,0.9687848091125488,frozen,35
35,0.8989488482475281,0.3131212294101715,0.9590699076652528,0.9215905070304872,0.2633872628211975,0.9702712893486024,frozen,36
36,0.9051600694656372,0.3041991293430328,0.9633699655532836,0.9215905070304872,0.260037750005722,0.97287255525589,frozen,37
37,0.9026118516921996,0.3032525479793548,0.9616180658340454,0.9193608164787292,0.2651507258415222,0.97287255525589,frozen,38
38,0.904443383216858,0.2996193766593933,0.9627329111099244,0.9241917729377748,0.2596000134944916,0.9710144996643066,frozen,39
39,0.9083452820777892,0.2960968613624573,0.9627329111099244,0.9223337173461914,0.2633114457130432,0.9713860750198364,frozen,40
40,0.904443383216858,0.2965940237045288,0.9635292291641236,0.9201040267944336,0.2655088305473327,0.970642864704132,frozen,41
41,0.9034878015518188,0.2970636188983917,0.964962601661682,0.9189892411231996,0.2566666305065155,0.9710144996643066,frozen,42
42,0.9030896425247192,0.2883024513721466,0.9657588601112366,0.9219620823860168,0.2620130777359009,0.9710144996643066,frozen,43
43,0.90762859582901,0.2930696010589599,0.965281069278717,0.9215905070304872,0.2666075527667999,0.9710144996643066,frozen,44
44,0.9090619683265686,0.2865254580974579,0.9647237062454224,0.9219620823860168,0.260962575674057,0.968413233757019,frozen,45
45,0.9069915413856506,0.2902538478374481,0.9637681245803832,0.9212188720703124,0.2594249248504638,0.971757709980011,frozen,46
46,0.9049211740493774,0.2934310436248779,0.9645644426345824,0.9212188720703124,0.2610163688659668,0.9725009202957152,frozen,47
47,0.9057174921035768,0.2918694615364074,0.964962601661682,0.9219620823860168,0.2621608376502991,0.970642864704132,frozen,48
48,0.9061952829360962,0.2852306365966797,0.9659977555274964,0.9230769276618958,0.2571572661399841,0.971757709980011,frozen,49
49,0.908663809299469,0.2880688011646271,0.9648829698562622,0.9215905070304872,0.2585056126117706,0.9702712893486024,frozen,50
50,0.9089027047157288,0.2742942869663238,0.9678292870521544,0.9234485030174256,0.25733283162117,0.970642864704132,frozen,51
51,0.9104952812194824,0.2748757600784302,0.9659181237220764,0.9223337173461914,0.2581925690174103,0.970642864704132,frozen,52
52,0.9120082855224608,0.2758012115955353,0.9671922326087952,0.9212188720703124,0.2577345073223114,0.9713860750198364,frozen,53
53,0.9100971221923828,0.2725415527820587,0.9660773873329164,0.9245633482933044,0.259198784828186,0.9702712893486024,frozen,54
54,0.9124064445495604,0.2719619572162628,0.9672718644142152,0.9201040267944336,0.2601036429405212,0.970642864704132,frozen,55
55,0.9139990210533142,0.2661828100681305,0.9685459733009338,0.9238201379776,0.2562758922576904,0.9721293449401855,frozen,56
56,0.910893440246582,0.2704856693744659,0.9677496552467346,0.9253065586090088,0.2509215772151947,0.9713860750198364,frozen,57
57,0.91304349899292,0.2675612568855285,0.969660758972168,0.9212188720703124,0.2604745924472809,0.968413233757019,frozen,58
58,0.9120879173278807,0.2690655291080475,0.9670329689979552,0.9215905070304872,0.2591886818408966,0.9691564440727234,frozen,59
59,0.9100174903869628,0.2734735906124115,0.9676700234413148,0.9215905070304872,0.2571803033351898,0.9702712893486024,frozen,60
60,0.9147953391075134,0.2596511840820312,0.968466341495514,0.9256781935691832,0.2554456293582916,0.9702712893486024,frozen,61
61,0.9176620244979858,0.2569044828414917,0.9711737632751464,0.9219620823860168,0.2656792402267456,0.9680415987968444,frozen,62
62,0.914237916469574,0.2617031633853912,0.9668737053871156,0.9253065586090088,0.255774587392807,0.969528079032898,frozen,63
63,0.914078652858734,0.2628002166748047,0.9689440727233888,0.924934983253479,0.2561784088611603,0.9691564440727234,frozen,64
64,0.9157509207725524,0.2563968598842621,0.9686256051063538,0.9234485030174256,0.2578456997871399,0.9702712893486024,frozen,65
65,0.9166268706321716,0.2606663703918457,0.9698200225830078,0.9230769276618958,0.2565111517906189,0.9702712893486024,frozen,66
66,0.916308343410492,0.259648710489273,0.9691829681396484,0.9238201379776,0.2548270523548126,0.970642864704132,frozen,67
67,0.9151138663291932,0.2553253471851349,0.9692625999450684,0.924934983253479,0.2538374364376068,0.9710144996643066,frozen,68
68,0.9148749709129332,0.253723680973053,0.9702181816101074,0.9253065586090088,0.2566838264465332,0.9710144996643066,frozen,69
69,0.9164676070213318,0.257299542427063,0.9710941314697266,0.9215905070304872,0.2542669177055359,0.969528079032898,frozen,70
