model,split,samples,loss,accuracy,macro_precision,macro_recall,macro_f1,top2_accuracy,best_epoch,seed
Custom CNN,test,2691,0.24189795553684235,0.9279078409513192,0.793683316099097,0.7310438638996472,0.7438915410366298,0.9762170196952805,200,12345
