epoch,accuracy,loss,top2_accuracy,val_accuracy,val_loss,val_top2_accuracy
1,0.32361841201782227,2.664705753326416,0.4384455978870392,0.061315495520830154,4.931850910186768,0.22705313563346863
2,0.4726867377758026,1.9892282485961914,0.6184902191162109,0.4043106734752655,2.2904436588287354,0.5191378593444824
3,0.5473801493644714,1.6792149543762207,0.6894409656524658,0.6038647294044495,1.4188764095306396,0.7484206557273865
4,0.5909380316734314,1.493247389793396,0.7320433259010315,0.6164994239807129,1.3727885484695435,0.7640282511711121
5,0.6334607601165771,1.3587013483047485,0.7660455703735352,0.6540319323539734,1.1829272508621216,0.8015607595443726
6,0.6617295742034912,1.2495821714401245,0.7882624864578247,0.6525455117225647,1.202702283859253,0.7937569618225098
7,0.6791686415672302,1.1754686832427979,0.8117534518241882,0.5875139236450195,1.3459690809249878,0.7614269852638245
8,0.6971651315689087,1.104655385017395,0.8175665140151978,0.6399108171463013,1.2112962007522583,0.7907841205596924
9,0.717391312122345,1.0393470525741577,0.8344481587409973,0.716462254524231,1.0104557275772095,0.8379784226417542
10,0.7250358462333679,0.9944397211074829,0.8394649028778076,0.7599405646324158,0.8444914817810059,0.8695651888847351
11,0.7366619110107422,0.9507521986961365,0.8487816452980042,0.7008547186851501,0.9755336046218872,0.840208113193512
12,0.7438286542892456,0.9270472526550293,0.8540372848510742,0.7818654775619507,0.8110796809196472,0.8840579986572266
13,0.7568084001541138,0.8775062561035156,0.8620799779891968,0.7948718070983887,0.7745405435562134,0.883686363697052
14,0.7677974104881287,0.8416262865066528,0.8677337169647217,0.7740616798400879,0.7843602299690247,0.8751393556594849
15,0.7662844657897949,0.8274398446083069,0.8710781931877136,0.798959493637085,0.6928194761276245,0.8922333717346191
16,0.7776715755462646,0.7972570657730103,0.8744226694107056,0.7952433824539185,0.7102913856506348,0.8881456851959229
17,0.7845198512077332,0.7781617641448975,0.8817486763000488,0.697881817817688,0.9671556949615479,0.8524711728096008
18,0.7917662262916565,0.7494460344314575,0.88588947057724,0.7499070763587952,0.8260981440544128,0.8755109906196594
19,0.7973403334617615,0.7410739660263062,0.8885968923568726,0.8138238787651062,0.6765238046646118,0.9078409671783447
20,0.8021978139877319,0.7186529636383057,0.8913043737411499,0.8127090334892273,0.6557746529579163,0.8996655344963074
21,0.8017996549606323,0.7030606269836426,0.8955247402191162,0.8127090334892273,0.6600570678710938,0.9041248559951782
