epoch,accuracy,loss,top2_accuracy,val_accuracy,val_loss,val_top2_accuracy
0,0.366252601146698,2.6336288452148438,0.47511765360832214,0.6937941312789917,1.623660922050476,0.8127090334892273
1,0.5939356684684753,1.7236946821212769,0.722938060760498,0.757710874080658,1.0753360986709595,0.8480119109153748
2,0.6504127979278564,1.3892089128494263,0.7769462466239929,0.7840951085090637,0.8757812976837158,0.8703084588050842
3,0.6830491423606873,1.2153291702270508,0.8005555272102356,0.7985878586769104,0.7638445496559143,0.885915994644165
4,0.703726589679718,1.1083816289901733,0.8206928372383118,0.8156818747520447,0.6892068386077881,0.8948346376419067
5,0.7228608727455139,1.0216950178146362,0.8376668691635132,0.8283166289329529,0.6330589056015015,0.9067261219024658
6,0.7386775612831116,0.9560718536376953,0.8494715094566345,0.8350055813789368,0.5957781076431274,0.9134150743484497
7,0.7527197003364563,0.904761552810669,0.8594244122505188,0.8446674346923828,0.5630520582199097,0.9186176061630249
8,0.7566545605659485,0.8713420629501343,0.8629735112190247,0.8535860180854797,0.5365918278694153,0.9223337173461914
9,0.7670704126358032,0.8354825377464294,0.8686829805374146,0.857673704624176,0.5168178677558899,0.927164614200592
10,0.7670704126358032,0.8118157982826233,0.8791759610176086,0.8606466054916382,0.499161034822464,0.928279459476471
11,0.773011326789856,0.7915504574775696,0.8794074654579163,0.8636194467544556,0.48358818888664246,0.9308807253837585
12,0.7771776914596558,0.7743132710456848,0.8825708031654358,0.8673355579376221,0.4681979715824127,0.9331103563308716
13,0.7858189940452576,0.7510774731636047,0.8833423256874084,0.8717948794364929,0.4563535749912262,0.9342252016067505
14,0.7897538542747498,0.7286146283149719,0.8908263444900513,0.8743961453437805,0.44710028171539307,0.9360832571983337
15,0.7959262132644653,0.7144052982330322,0.8919836282730103,0.8788554668426514,0.43485450744628906,0.94017094373703
16,0.7960034012794495,0.7068658471107483,0.8948383331298828,0.8840579986572266,0.42598795890808105,0.94017094373703
17,0.7946146130561829,0.6941376328468323,0.8946840763092041,0.8862876296043396,0.4185221195220947,0.9420289993286133
18,0.8015584945678711,0.6825010776519775,0.8986960649490356,0.8821999430656433,0.416215717792511,0.9412857890129089
19,0.8051847815513611,0.6619575619697571,0.9048684239387512,0.8848012089729309,0.41015398502349854,0.9416573643684387
20,0.8079623579978943,0.6581845879554749,0.9023223519325256,0.887030839920044,0.40591001510620117,0.9416573643684387
21,0.8087338805198669,0.6496893167495728,0.9021680355072021,0.8885172605514526,0.39877137541770935,0.945745050907135
22,0.8149062395095825,0.6315218806266785,0.9086490273475647,0.8888888955116272,0.39312243461608887,0.9464883208274841
23,0.8185325264930725,0.6196075081825256,0.9104235768318176,0.8900037407875061,0.3892545998096466,0.9479747414588928
24,0.8152920007705688,0.6366091966629028,0.9040969014167786,0.889260470867157,0.38610875606536865,0.9479747414588928
25,0.8172980546951294,0.6255589723587036,0.9095748662948608,0.8914901614189148,0.3840654492378235,0.9490895867347717
26,0.8159092664718628,0.6179434061050415,0.9088804721832275,0.8900037407875061,0.38146233558654785,0.9498327970504761
27,0.8192269206047058,0.6076960563659668,0.9109636545181274,0.8903753161430359,0.3778311312198639,0.9494611620903015
28,0.8214644193649292,0.6041871905326843,0.9122753143310547,0.8922333717346191,0.374007910490036,0.9498327970504761
29,0.8188411593437195,0.6070756316184998,0.9103464484214783,0.8940914273262024,0.3695962429046631,0.9509475827217102
30,0.8183010816574097,0.5991281270980835,0.9135869145393372,0.89669269323349,0.36834436655044556,0.9516907930374146
31,0.8208471536636353,0.6011478900909424,0.9125067591667175,0.8963210582733154,0.3645504415035248,0.9513192176818848
32,0.8292570114135742,0.5898453593254089,0.9140498638153076,0.8952062726020813,0.3650735914707184,0.9520624279975891
33,0.8287169337272644,0.5849982500076294,0.9138955473899841,0.8970642685890198,0.36516493558883667,0.9498327970504761
