stage,epoch,epoch_seconds,stage_seconds,pipeline_seconds,learning_rate
full_finetune,38,187.7519282889989,7301.891185658998,22876.442679273,2.0000000233721948e-07
full_finetune,39,187.97596192699712,7489.871594218999,23064.423087559,2.0000000233721948e-07
full_finetune,40,188.11678523100272,7677.992832756001,23252.544326473,2.0000000233721948e-07
full_finetune,41,187.8525568139994,7865.849771174999,23440.40126486,2.0000000233721948e-07
full_finetune,42,188.30517378500008,8054.160057699999,23628.711551382,2.0000000233721948e-07
full_finetune,43,188.0436729159992,8242.208298675,23816.759792353998,2.0000000233721948e-07
full_finetune,44,188.44370396699742,8430.656533504,24005.208027048,2.0000000233721948e-07
full_finetune,45,188.0783527090025,8618.739589398,24193.291082879,2.0000000233721948e-07
full_finetune,46,188.16085328100235,8806.906387029001,24381.457880534,2.0000000233721948e-07
full_finetune,47,189.3162642290008,8996.227233657999,24570.778727028,2.0000000233721948e-07
full_finetune,48,188.0333105969985,9184.265257356,24758.816750841997,2.0000000233721948e-07
full_finetune,49,188.44697492900013,9372.717879587999,24947.269373016,2.0000000233721948e-07
full_finetune,50,188.05513898100253,9560.778979209,25135.330472604,2.0000000233721948e-07
full_finetune,51,187.92680820199894,9748.711594277,25323.263087683998,2.0000000233721948e-07
full_finetune,52,188.0600329480003,9936.7773351,25511.328828765,2.0000000233721948e-07
full_finetune,53,187.9368978249986,10124.718819258,25699.27031267,2.0000000233721948e-07
full_finetune,54,187.9320199089998,10312.656564562,25887.208058149,3.999999975690116e-08
full_finetune,55,187.8093097509991,10500.470349762,26075.021843378,3.999999975690116e-08
full_finetune,56,188.0059176649993,10688.481089873,26263.032583422,3.999999975690116e-08
full_finetune,57,187.99910921000264,10876.48476566,26451.036259277,3.999999975690116e-08
full_finetune,58,187.9310414520005,11064.420405196,26638.971898649997,3.999999975690116e-08
full_finetune,59,192.10753607099832,11256.533128486,26831.084622112998,3.999999975690116e-08
full_finetune,60,192.55496692499946,11449.092553180999,27023.644046824,3.999999975690116e-08
full_finetune,61,192.50858413400056,11641.605812217,27216.157305638,3.999999975690116e-08
full_finetune,62,192.15418257400233,11833.766020595998,27408.31751402,3.999999975690116e-08
full_finetune,63,193.0633707900015,12026.835298189999,27601.386791746998,3.999999975690116e-08
full_finetune,64,188.4609757319995,12215.301240464,27789.852734173,3.999999975690116e-08
full_finetune,65,188.61061155700008,12403.916623407,27978.468116835,3.999999975690116e-08
full_finetune,66,188.5450257650009,12592.466786279001,28167.018279767,3.999999975690116e-08
full_finetune,67,188.3303427230021,12780.80201381,28355.353507236,3.999999975690116e-08
full_finetune,68,188.02151689600214,12968.829979258,28543.381472723,3.999999975690116e-08
full_finetune,69,188.23126186100126,13157.067231567002,28731.618725056,3.999999975690116e-08
full_finetune,70,188.1155019329999,13345.187636109,28919.739129661,3.999999975690116e-08
full_finetune,71,188.13975765600117,13533.333226817002,29107.884720503,3.999999975690116e-08
full_finetune,72,187.9456277950012,13721.283413173998,29295.834906641998,3.999999975690116e-08
full_finetune,73,188.32698556300238,13909.615055326998,29484.166548917998,3.999999975690116e-08
full_finetune,74,188.30494016800003,14097.924809937002,29672.476303362,9.99999993922529e-09
full_finetune,75,188.02835727799902,14285.958977061,29860.510470630998,9.99999993922529e-09
full_finetune,76,188.5077319259981,14474.471545409,30049.023039035997,9.99999993922529e-09
full_finetune,77,188.2570971460009,14662.733294275,30237.284787784,9.99999993922529e-09
full_finetune,78,188.18176406899875,14850.921161630002,30425.472655134,9.99999993922529e-09
full_finetune,79,188.12528178299908,15039.051837337,30613.603330784,9.99999993922529e-09
full_finetune,80,188.25171914999737,15227.309883942999,30801.861377335,9.99999993922529e-09
full_finetune,81,188.40785133199824,15415.723070740001,30990.27456429,9.99999993922529e-09
full_finetune,82,188.31301059199905,15604.041107617999,31178.592601278,9.99999993922529e-09
full_finetune,83,188.27374792899718,15792.320624480999,31366.872118160998,9.99999993922529e-09
full_finetune,84,188.3219565899999,15980.647436504001,31555.198930192,9.99999993922529e-09
full_finetune,85,188.1778677500006,16168.829954844,31743.381448436,9.99999993922529e-09
full_finetune,86,188.11005304599894,16356.944935811,31931.496429322,9.99999993922529e-09
full_finetune,87,188.27072838799722,16545.221799465,32119.773293064998,9.99999993922529e-09
full_finetune,88,187.97170491900033,16733.198344782002,32307.749838439002,9.99999993922529e-09
full_finetune,89,188.0934289240031,16921.297112173,32495.848605586998,9.99999993922529e-09
full_finetune,90,188.1146438729993,17109.418787564,32683.970280945,9.99999993922529e-09
full_finetune,91,188.0343748669984,17297.458432027997,32872.009925403,9.99999993922529e-09
full_finetune,92,188.07938394200028,17485.544124599997,33060.095618136,9.99999993922529e-09
full_finetune,93,188.2792813970009,17673.829186466,33248.380679901005,9.99999993922529e-09
full_finetune,94,188.96162445100344,17862.797296999997,33437.348790663,9.99999993922529e-09
